7,10,1,0
7,11,1,100
7,12,1,200
7,13,1,300
7,14,1,400
7,15,1,500
7,16,1,600
7,17,1,700
7,18,1,800
7,19,1,900
7,20,1,1000
7,21,1,1100
7,22,1,1200
7,23,1,1300
7,24,1,1400
7,25,1,1500
7,26,1,1600
7,27,1,1700
7,28,1,1800
7,29,1,1900
7,30,1,2000
7,10,1,00
8,10,1,100
9,10,1,200
10,10,1,300
11,10,1,400
12,10,1,500
13,10,1,600
14,10,1,700
15,10,1,800
15,11,1,900
15,12,1,1000
15,13,1,1100
15,14,1,1200
15,15,1,1300
15,16,1,1400
15,17,1,1500
15,18,1,1600
15,19,1,1700
15,20,1,1800
14,20,1,1900
13,20,1,2000
12,20,1,2100
11,20,1,2200
10,20,1,2300
9,20,1,2400
8,20,1,2500
7,20,1,2600
8,21,1,1100
9,22,1,1200
10,23,1,1300
11,24,1,1400
12,25,1,1500
13,26,1,1600
14,27,1,1700
15,28,1,1800
16,29,1,1900
17,30,1,2000
20,10,1,000
21,11,1,100
22,12,1,200
23,13,1,300
24,14,1,400
25,15,1,500
30,10,1,000
29,11,1,100
28,12,1,200
27,13,1,300
26,14,1,400
25,16,1,600
25,17,1,700
25,18,1,800
25,19,1,900
25,20,1,1000
25,21,1,1100
25,22,1,1200
25,23,1,1300
25,24,1,1400
25,25,1,1500
35,25,1,000
36,22,1,100
37,19,1,200
38,16,1,300
39,13,1,400
40,10,1,500
41,13,1,400
42,16,1,300
43,19,1,200
44,22,1,100
45,25,1,00
37,19,1,00
38,19,1,100
39,19,1,200
40,19,1,300
41,19,1,400
42,19,1,500
43,19,1,600
60,10,1,000
60,11,1,100
60,12,1,200
60,13,1,300
60,14,1,400
60,15,1,500
60,16,1,600
60,17,1,700
60,18,1,800
60,19,1,900
60,20,1,1000
59,19,1,1100
58,18,1,1200
57,17,1,1300
56,16,1,1400
55,15,1,1500
50,20,1,000
50,19,1,100
50,18,1,200
50,17,1,300
50,16,1,400
50,15,1,500
50,14,1,600
50,13,1,700
50,12,1,800
50,11,1,900
50,10,1,100
51,11,1,1100
52,12,1,1200
53,13,1,1300
54,14,1,1400
49,50,1,3000
50,50,1,3000
51,50,1,3000
52,51,1,3000
52,52,1,3000
52,53,1,3000
48,51,1,3000
48,52,1,3000
48,53,1,3000
51,53,1,3000
50,53,1,3000
49,53,1,3000
46,50,1,3000
46,51,1,3000
46,52,1,3000
46,53,1,3000
43,50,1,3000
43,51,1,3000
43,52,1,3000
43,53,1,3000
44,51,1,3000
45,52,1,3000
55,50,1,3000
56,50,1,3000
57,50,1,3000
58,50,1,3000
59,50,1,3000
60,50,1,3000
57,51,1,3000
57,52,1,3000
57,53,1,3000
57,54,1,3000
57,55,1,3000
43,57,1,3000
43,58,1,3000
43,59,1,3000
43,60,1,3000
43,61,1,3000
43,62,1,3000
43,63,1,3000
44,63,1,3000
45,63,1,3000
47,60,1,3000
48,59,1,3000
49,58,1,3000
50,57,1,3000
51,58,1,3000
52,59,1,3000
53,60,1,3000
55,57,1,3000
56,57,1,3000
57,57,1,3000
58,57,1,3000
59,57,1,3000
57,58,1,3000
57,59,1,3000
57,60,1,3000
60,57,1,3000
61,57,1,3000
62,57,1,3000
60,58,1,3000
60,59,1,3000
61,59,1,3000
62,59,1,3000
60,60,1,3000
60,61,1,3000
61,61,1,3000
62,61,1,3000

49,50,1,3400
50,50,1,3400
51,50,1,3400
52,51,1,3400
52,52,1,3400
52,53,1,3400
48,51,1,3400
48,52,1,3400
48,53,1,3400
51,53,1,3400
50,53,1,3400
49,53,1,3400
46,50,1,3400
46,51,1,3400
46,52,1,3400
46,53,1,3400
43,50,1,3400
43,51,1,3400
43,52,1,3400
43,53,1,3400
44,51,1,3400
45,52,1,3400
55,50,1,3400
56,50,1,3400
57,50,1,3400
58,50,1,3400
59,50,1,3400
60,50,1,3400
57,51,1,3400
57,52,1,3400
57,53,1,3400
57,54,1,3400
57,55,1,3400
43,57,1,3400
43,58,1,3400
43,59,1,3400
43,60,1,3400
43,61,1,3400
43,62,1,3400
43,63,1,3400
44,63,1,3400
45,63,1,3400
47,60,1,3400
48,59,1,3400
49,58,1,3400
50,57,1,3400
51,58,1,3400
52,59,1,3400
53,60,1,3400
55,57,1,3400
56,57,1,3400
57,57,1,3400
58,57,1,3400
59,57,1,3400
57,58,1,3400
57,59,1,3400
57,60,1,3400
60,57,1,3400
61,57,1,3400
62,57,1,3400
60,58,1,3400
60,59,1,3400
61,59,1,3400
62,59,1,3400
60,60,1,3400
60,61,1,3400
61,61,1,3400
62,61,1,3400

49,50,1,3800
50,50,1,3800
51,50,1,3800
52,51,1,3800
52,52,1,3800
52,53,1,3800
48,51,1,3800
48,52,1,3800
48,53,1,3800
51,53,1,3800
50,53,1,3800
49,53,1,3800
46,50,1,3800
46,51,1,3800
46,52,1,3800
46,53,1,3800
43,50,1,3800
43,51,1,3800
43,52,1,3800
43,53,1,3800
44,51,1,3800
45,52,1,3800
55,50,1,3800
56,50,1,3800
57,50,1,3800
58,50,1,3800
59,50,1,3800
60,50,1,3800
57,51,1,3800
57,52,1,3800
57,53,1,3800
57,54,1,3800
57,55,1,3800
43,57,1,3800
43,58,1,3800
43,59,1,3800
43,60,1,3800
43,61,1,3800
43,62,1,3800
43,63,1,3800
44,63,1,3800
45,63,1,3800
47,60,1,3800
48,59,1,3800
49,58,1,3800
50,57,1,3800
51,58,1,3800
52,59,1,3800
53,60,1,3800
55,57,1,3800
56,57,1,3800
57,57,1,3800
58,57,1,3800
59,57,1,3800
57,58,1,3800
57,59,1,3800
57,60,1,3800
60,57,1,3800
61,57,1,3800
62,57,1,3800
60,58,1,3800
60,59,1,3800
61,59,1,3800
62,59,1,3800
60,60,1,3800
60,61,1,3800
61,61,1,3800
62,61,1,3800

49,50,1,4200
50,50,1,4200
51,50,1,4200
52,51,1,4200
52,52,1,4200
